,Open_gradient,Open_mean,Open_median,Open_std,Bullish_gradient,Bullish_mean,Bullish_median,Bullish_std,Neutral_gradient,Neutral_mean,Neutral_median,Neutral_std,Bearish_gradient,Bearish_mean,Bearish_median,Bearish_std,Volume_gradient,Volume_mean,Volume_median,Volume_std
1988-01-15,1.10231481481,49.5138888889,48.625,4.12029379871,0.0127777777778,0.294444444444,0.28,0.0490149888891,0.00444444444444,0.437777777778,0.45,0.0524463276498,-0.0172222222222,0.267777777778,0.27,0.0677868846341,7068811.85185,77875365.9259,77564266.6667,23371176.358
1988-01-22,1.0875,50.5231481481,50.7916666667,4.83026048198,-0.0122222222222,0.297777777778,0.28,0.0509417483838,-0.00333333333333,0.436666666667,0.45,0.0531245915017,0.0155555555556,0.265555555556,0.26,0.0676775214793,3440296.2963,81968521.4815,88640000.0,26032604.7151
1988-01-29,0.835740740741,51.5022222222,52.6,5.06472696789,-0.015,0.277777777778,0.27,0.045893058729,-0.000555555555556,0.443333333333,0.46,0.0543650214343,0.0155555555556,0.278888888889,0.27,0.063147876615,6710400.0,84648995.5556,95658666.6667,26145735.6358
1988-02-05,1.25453703704,52.4359259259,53.45,4.91172338511,0.00277777777778,0.276666666667,0.26,0.0461880215352,0.0183333333333,0.442222222222,0.45,0.0541146473862,-0.0211111111111,0.281111111111,0.27,0.063147876615,-4685155.55556,86334388.1481,95658666.6667,24277564.0956
1988-02-12,1.47574074074,53.6674074074,54.875,3.86870900015,0.0188888888889,0.284444444444,0.28,0.0469304712932,0.0105555555556,0.464444444444,0.46,0.0434897462017,-0.0294444444444,0.251111111111,0.26,0.0534258456897,-3181451.85185,84238921.4815,88640000.0,24196085.0795
1988-02-19,0.206944444444,54.5887037037,54.875,2.20576682136,-0.00388888888889,0.294444444444,0.32,0.043744488189,0.00944444444444,0.465555555556,0.46,0.0432335032408,-0.00555555555556,0.24,0.26,0.0480740170062,-4286601.48148,80928758.5185,76799466.6667,23326060.4723
1988-02-26,0.711574074074,55.2396296296,55.3533333333,1.81985275788,-0.00555555555556,0.287777777778,0.28,0.042368168811,-0.00333333333333,0.475555555556,0.48,0.0368513865595,0.00888888888889,0.236666666667,0.24,0.0469041575982,4528859.25926,79661914.0741,76799466.6667,23182026.8542
1988-03-04,0.930555555556,55.9368518519,56.6033333333,1.87616571902,0.0122222222222,0.29,0.3,0.0424264068712,0.00166666666667,0.474444444444,0.48,0.0356249323153,-0.0138888888889,0.235555555556,0.24,0.047868131619,3110228.14815,81617398.5185,76799466.6667,20678224.2563
1988-03-11,0.31712962963,56.5998148148,56.65,1.93359136919,0.00888888888889,0.304444444444,0.32,0.0480996907154,-0.0161111111111,0.464444444444,0.46,0.0419288050314,0.00722222222222,0.231111111111,0.22,0.047245092501,-6851674.07407,81660800.0,76799466.6667,20622687.8277
1988-03-18,0.649259259259,57.2016666667,56.65,2.69606159947,0.00555555555556,0.314444444444,0.32,0.0618440891114,0.00444444444444,0.457777777778,0.46,0.0466137265853,-0.01,0.227777777778,0.22,0.0502831488844,-2696029.62963,78365037.037,76799466.6667,17254033.4395
1988-03-25,0.722314814815,57.8266666667,56.65,3.32070496755,0.0238888888889,0.322222222222,0.32,0.0686015512908,0.00444444444444,0.467777777778,0.48,0.0426296135406,-0.0283333333333,0.21,0.22,0.0625388767976,-2598192.59259,75359466.6667,76799466.6667,12383134.9939
1988-04-01,0.255925925926,58.1716666667,58.875,3.33694193559,0.0266666666667,0.348888888889,0.32,0.0664069013222,-0.00944444444444,0.456666666667,0.46,0.0503322295685,-0.0172222222222,0.194444444444,0.19,0.0523048990931,11971051.8519,80248592.5926,76799466.6667,23473689.9314
1988-04-08,-0.171759259259,58.2601851852,58.875,3.27091979781,-0.00222222222222,0.358888888889,0.35,0.0585841170065,-0.00888888888889,0.456666666667,0.46,0.0503322295685,0.0111111111111,0.184444444444,0.19,0.0403074603271,-4958062.22222,80704284.4444,76799466.6667,23214147.4561
1988-04-15,0.670833333333,58.4574074074,58.875,3.11043753731,-0.00277777777778,0.36,0.35,0.0579271573233,0.00555555555556,0.451111111111,0.46,0.0443331940961,-0.00277777777778,0.188888888889,0.19,0.0384258143684,-1954933.33333,78785979.2593,73933333.3333,24151957.7832
1988-04-22,0.0708333333333,58.8509259259,58.875,2.54057640382,-0.00833333333333,0.35,0.35,0.0703957069398,0.00833333333333,0.458888888889,0.48,0.0508689917434,0.0,0.191111111111,0.19,0.0406733449283,-1180551.11111,78298571.8519,69546666.6667,24288845.6652
1988-04-29,-0.592592592593,58.5888888889,58.875,2.85609592812,-0.00333333333333,0.345555555556,0.35,0.0763196656048,0.00277777777778,0.467777777778,0.48,0.0614234442715,0.000555555555556,0.186666666667,0.19,0.0371184290855,136681.481481,77149001.4815,69231360.0,24555195.058
1988-05-06,-0.229166666667,58.1907407407,56.65,3.03275952154,-0.0155555555556,0.336666666667,0.35,0.0852447456836,0.00388888888889,0.464444444444,0.48,0.0598351645237,0.0116666666667,0.198888888889,0.2,0.0515201027528,-1451881.48148,74866394.0741,69231360.0,26771629.7678
1988-05-13,-0.671296296296,57.7925925926,56.3333333333,3.08052034957,0.00222222222222,0.336666666667,0.35,0.0852447456836,0.00388888888889,0.466666666667,0.48,0.057735026919,-0.00611111111111,0.196666666667,0.2,0.0509901951359,-2593866.66667,74650157.037,69231360.0,26935266.0358
1988-05-20,-0.895833333333,57.1398148148,56.3333333333,2.58812213782,-0.0327777777778,0.31,0.33,0.0893184067132,0.00944444444444,0.484444444444,0.48,0.059087714668,0.0233333333333,0.205555555556,0.2,0.0525168991027,-3352503.7037,69505149.6296,66892266.6667,28905344.966
1988-05-27,-0.438425925926,56.4638888889,56.3333333333,1.40736050117,-0.0277777777778,0.29,0.23,0.0847217668476,0.0172222222222,0.487777777778,0.48,0.0601438604566,0.0105555555556,0.222222222222,0.2,0.0382325567424,-12530465.1852,65905860.7407,59534720.0,28472482.0121
1988-06-03,-0.0236111111111,56.075,56.2083333333,0.816751696254,-0.00611111111111,0.271111111111,0.23,0.063147876615,0.00944444444444,0.503333333333,0.52,0.0469041575982,-0.00333333333333,0.225555555556,0.2,0.0346766367429,-3556882.96296,55449268.1481,54958933.3333,11222511.6369
1988-06-10,0.181944444444,56.2472222222,56.3333333333,0.964469085707,-0.0144444444444,0.261111111111,0.23,0.0566557723733,0.0238888888889,0.522222222222,0.52,0.055131716578,-0.00944444444444,0.216666666667,0.2,0.047842333648,400308.148148,53780148.1481,54209280.0,10110614.706
1988-06-17,0.539814814815,56.6981481481,56.3333333333,1.70883586907,0.00666666666667,0.255555555556,0.23,0.051878300133,-0.00944444444444,0.523333333333,0.52,0.0543650214343,0.00277777777778,0.221111111111,0.23,0.0470093240029,-350234.074074,54189357.037,54209280.0,10405469.1849
1988-06-24,1.11574074074,57.4157407407,56.6666666667,2.55265670262,0.00666666666667,0.262222222222,0.26,0.0520208884921,-0.0122222222222,0.52,0.52,0.0547722557505,0.00555555555556,0.217777777778,0.21,0.0466137265853,-3966548.14815,52079727.4074,53464000.0,8892784.46266
1988-07-01,1.1412037037,58.5453703704,57.25,3.10909436397,0.0233333333333,0.273333333333,0.28,0.0545690184791,-0.0111111111111,0.505555555556,0.5,0.0567863659519,-0.0122222222222,0.221111111111,0.23,0.0462948147911,1883288.88889,50330394.0741,51148266.6667,7192969.83402
1988-07-08,1.21990740741,59.7074074074,57.7,3.59266752499,0.00388888888889,0.298888888889,0.28,0.074003670246,6.16790569236e-18,0.494444444444,0.5,0.069139329716,-0.00388888888889,0.206666666667,0.21,0.0391578004149,-3833096.2963,49658571.8519,51148266.6667,8254260.83601
1988-07-15,1.43333333333,61.0703703704,60.7083333333,4.14827256758,0.0144444444444,0.295555555556,0.28,0.0708850573677,-0.00222222222222,0.503333333333,0.5,0.0639444203108,-0.0122222222222,0.201111111111,0.21,0.0430618275002,4380391.11111,50138891.8519,51148266.6667,8581032.97187
1988-07-22,0.99212962963,62.237037037,62.7916666667,4.22158092921,0.00111111111111,0.303333333333,0.28,0.0621825270206,-0.0238888888889,0.482222222222,0.5,0.0725377721953,0.0227777777778,0.214444444444,0.21,0.0676775214793,-913671.111111,51811128.8889,53284266.6667,7495997.88589
1988-07-29,1.0087962963,63.1444444444,64.4583333333,3.91896701557,-0.02,0.295555555556,0.28,0.0741036977801,0.0238888888889,0.488888888889,0.5,0.0782367410768,-0.00388888888889,0.215555555556,0.21,0.0683310749401,3351389.62963,53056225.1852,53284266.6667,8742467.7244
1988-08-05,-0.0171296296296,63.4731481481,64.4583333333,3.41508720895,0.00166666666667,0.29,0.28,0.0768837506311,-0.0183333333333,0.491111111111,0.5,0.0793647619041,0.0166666666667,0.218888888889,0.23,0.0682225841467,5688942.22222,57829617.7778,54209280.0,13958200.3794
1988-08-12,-0.3125,63.4648148148,64.4583333333,3.42922663819,-0.00833333333333,0.284444444444,0.28,0.0805689644013,-0.00222222222222,0.476666666667,0.49,0.0651494009523,0.0105555555556,0.238888888889,0.23,0.0624400947477,1859170.37037,61505742.2222,57786880.0,16623022.0139
1988-08-19,-1.30092592593,62.5759259259,64.4583333333,4.79384965482,0.00166666666667,0.282222222222,0.26,0.0809358837843,-0.00611111111111,0.475555555556,0.49,0.0649976257876,0.00444444444444,0.242222222222,0.23,0.0626769101163,11323081.4815,68986808.8889,57786880.0,27380079.8568
1988-08-26,-1.34490740741,61.3814814815,64.4583333333,5.82058365643,-0.0127777777778,0.271111111111,0.26,0.0858220956326,0.00944444444444,0.478888888889,0.49,0.0669069742992,0.00333333333333,0.25,0.26,0.0625388767976,-4158637.03704,69827045.9259,58122133.3333,26913769.4236
1988-09-02,-1.68425925926,59.8074074074,59.1666666667,6.63434112534,-0.0194444444444,0.265555555556,0.26,0.0834147750183,0.00166666666667,0.474444444444,0.49,0.0705708644809,0.0177777777778,0.26,0.26,0.065659052012,7117819.25926,72764882.963,66164800.0,26146656.7118
1988-09-09,-1.92638888889,58.1592592593,57.625,6.79389981969,-0.0294444444444,0.235555555556,0.23,0.0555999822364,-0.0133333333333,0.48,0.49,0.0646357314322,0.0427777777778,0.284444444444,0.28,0.0684934889219,-1257931.85185,75383845.9259,66164800.0,23227262.1951
1988-09-16,-1.83055555556,56.2981481481,52.7083333333,6.07168059211,-0.0161111111111,0.215555555556,0.21,0.041395413356,0.0333333333333,0.482222222222,0.49,0.0656214358233,-0.0172222222222,0.302222222222,0.3,0.0493913572687,6071395.55556,78641374.8148,77588800.0,22577697.293
1988-09-23,-1.58296296296,54.7588888889,52.7083333333,4.72873368062,0.0166666666667,0.213333333333,0.21,0.0394405318873,-0.0188888888889,0.492222222222,0.49,0.0534951249654,0.00222222222222,0.294444444444,0.3,0.0432335032408,91016.2962963,80050974.8148,77588800.0,21311063.6301
1988-09-30,-0.767407407407,53.3931481481,52.7083333333,2.85856288296,-0.00666666666667,0.217777777778,0.21,0.0352066211506,-3.08395284618e-18,0.486666666667,0.49,0.0461880215352,0.00666666666667,0.295555555556,0.3,0.0424554959434,-6540237.03704,77474441.4815,77588800.0,24058803.1654
1988-10-07,-0.793981481481,52.707962963,52.7083333333,2.00383456135,0.0116666666667,0.221111111111,0.21,0.0375483227749,-0.0111111111111,0.475555555556,0.48,0.0439977552738,-0.000555555555556,0.303333333333,0.3,0.0355902608401,-3020177.77778,71991952.5926,65970666.6667,26255336.9676
1988-10-14,-0.310185185185,51.9903703704,52.0416666667,1.03827128932,-0.0255555555556,0.212222222222,0.2,0.0473234209757,0.00666666666667,0.475555555556,0.48,0.0439977552738,0.0188888888889,0.312222222222,0.3,0.0428894645903,-9184266.66667,70003152.5926,65970666.6667,25692767.6204
1988-10-21,-0.343611111111,51.7196296296,51.35,1.1294458867,0.0133333333333,0.207777777778,0.2,0.0444166579807,-0.0166666666667,0.473333333333,0.46,0.0442216638714,0.00333333333333,0.318888888889,0.31,0.0387138919782,9022044.44444,67667152.5926,65970666.6667,20516132.3477
1988-10-28,0.383055555556,51.7566666667,51.35,1.14476047416,-0.00555555555556,0.215555555556,0.22,0.0466931141988,0.0166666666667,0.471111111111,0.46,0.0417517649512,-0.0111111111111,0.313333333333,0.31,0.0466666666667,-7499911.11111,66725819.2593,65970666.6667,21118017.0389
1988-11-04,-0.0152777777778,51.8538888889,51.35,1.04939635794,0.0316666666667,0.228888888889,0.22,0.0729451002763,-0.00777777777778,0.468888888889,0.46,0.0458122847291,-0.0238888888889,0.302222222222,0.3,0.054929809308,4738850.37037,66359182.2222,65970666.6667,20954247.3797
1988-11-11,-0.383518518519,51.5668518519,51.35,1.51604412222,0.0211111111111,0.247777777778,0.24,0.0795512103096,-0.00555555555556,0.472222222222,0.46,0.0439134952119,-0.0155555555556,0.28,0.3,0.0553774924195,1349493.33333,70762915.5556,69395200.0,22882346.6295
1988-11-18,-0.661018518519,51.1668518519,51.1666666667,1.93697477062,-0.01,0.254444444444,0.24,0.0751459485285,0.0205555555556,0.476666666667,0.46,0.0501109879279,-0.0105555555556,0.268888888889,0.27,0.0582035593498,-807911.111111,69913066.6667,69395200.0,22396511.7735
1988-11-25,-0.656111111111,50.5140740741,51.1666666667,2.08769515405,0.0183333333333,0.261111111111,0.26,0.0762225461606,-0.0383333333333,0.463333333333,0.46,0.0661647774709,0.02,0.275555555556,0.27,0.064482747238,4046251.85185,71517570.3704,74289066.6667,22573170.0455
1988-12-02,-0.934537037037,49.7390740741,50.2716666667,2.26197609869,-0.0244444444444,0.257777777778,0.26,0.0794114150454,0.00833333333333,0.453333333333,0.46,0.0620035841258,0.0161111111111,0.288888888889,0.3,0.073702773119,-1280835.55556,70739117.037,74289066.6667,23639637.98
1988-12-09,-0.44462962963,49.0862962963,48.3333333333,2.06595414506,0.0127777777778,0.25,0.23,0.0821921867063,-0.00222222222222,0.456666666667,0.46,0.0620035841258,-0.0105555555556,0.293333333333,0.32,0.0754247233266,875093.333333,71866346.6667,74289066.6667,22353055.5808
1988-12-16,0.114444444444,48.8687037037,48.3333333333,1.93431963631,-0.00444444444444,0.254444444444,0.23,0.0764651134848,-0.00111111111111,0.451111111111,0.46,0.0609998988058,0.00555555555556,0.294444444444,0.32,0.0767551823963,-9964592.59259,69699650.3704,74289066.6667,23407779.1595
1988-12-23,-0.55787037037,48.657962963,48.3333333333,1.87231483084,0.00944444444444,0.256666666667,0.24,0.075718777944,0.00166666666667,0.46,0.46,0.0671648055987,-0.0111111111111,0.283333333333,0.23,0.0794425019188,-1270814.81481,61296391.1111,50128000.0,21060556.2672
1988-12-30,-0.0164814814815,48.5142592593,48.3333333333,1.61321569649,-0.0238888888889,0.252222222222,0.23,0.0765619252309,0.00888888888889,0.454444444444,0.46,0.0648264539814,0.015,0.293333333333,0.32,0.0777460252646,1335940.74074,62551324.4444,60944533.3333,20661929.6646
1989-01-06,0.467685185185,48.6346296296,48.3333333333,1.83218984167,-0.0177777777778,0.234444444444,0.23,0.0559982363038,0.0188888888889,0.472222222222,0.46,0.0639057948647,-0.00111111111111,0.293333333333,0.32,0.0777460252646,-9592171.85185,58102637.037,50128000.0,21927307.2361
1989-01-13,0.732685185185,49.2364814815,48.375,2.42735521932,0.00833333333333,0.224444444444,0.23,0.0403074603271,-0.0194444444444,0.477777777778,0.47,0.0647692961857,0.0111111111111,0.297777777778,0.32,0.0726907877058,-1483537.77778,53346370.3704,50128000.0,16807793.1097
1989-01-20,0.431666666667,49.7711111111,49.2083333333,2.56695344718,0.005,0.238888888889,0.24,0.0587734718019,0.0127777777778,0.464444444444,0.46,0.0585208625878,-0.0177777777778,0.296666666667,0.32,0.074087035903,-6200604.44444,50029807.4074,49894933.3333,14046713.7475
1989-01-27,0.780462962963,50.3496296296,51.0816666667,2.562734696,0.0222222222222,0.245555555556,0.24,0.0680050833249,0.00666666666667,0.478888888889,0.47,0.0387138919782,-0.0288888888889,0.275555555556,0.23,0.0798764478027,2750672.59259,46906370.3704,49894933.3333,9250313.76642
1989-02-03,0.850740740741,51.1524074074,52.25,2.2317006347,0.0111111111111,0.262222222222,0.24,0.0657905393026,0.00166666666667,0.484444444444,0.47,0.0362433476229,-0.0127777777778,0.253333333333,0.22,0.072418536608,4624770.37037,51651757.037,50128000.0,12724876.8234
1989-02-10,1.19111111111,52.3631481481,52.5616666667,2.63729793497,0.0222222222222,0.277777777778,0.26,0.063382047542,0.00277777777778,0.481111111111,0.47,0.0387138919782,-0.025,0.241111111111,0.22,0.0657342198122,11534014.8148,60973890.3704,52300266.6667,28787679.9467
1989-02-17,1.79861111111,53.7266666667,52.645,3.63668881753,0.0255555555556,0.306666666667,0.32,0.0668331255192,-0.0372222222222,0.466666666667,0.47,0.0659966329107,0.0116666666667,0.226666666667,0.22,0.0410960933531,11607229.6296,69640912.5926,55168000.0,35179903.022
1989-02-24,1.3175,55.2475925926,53.375,3.9309354831,0.0227777777778,0.326666666667,0.33,0.0707106781187,0.00444444444444,0.452222222222,0.46,0.062499382713,-0.0272222222222,0.221111111111,0.22,0.0448316466707,-2607780.74074,74376438.5185,60944533.3333,32839992.349
1989-03-03,1.07148148148,56.3996296296,53.75,4.05846849556,-0.000555555555556,0.334444444444,0.33,0.0618440891114,-0.00944444444444,0.451111111111,0.45,0.0624400947477,0.01,0.214444444444,0.22,0.0323560439524,3469706.66667,74514192.5926,62184320.0,32785916.3001
1989-03-10,0.520092592593,57.2422222222,58.0216666667,3.89332382038,0.00888888888889,0.34,0.33,0.0549747416749,-0.0272222222222,0.43,0.44,0.0609188896083,0.0183333333333,0.23,0.23,0.0561743318212,1478411.85185,78289754.0741,68230933.3333,29747638.551
1989-03-17,0.291759259259,57.5709259259,58.0216666667,3.70493274052,-0.0344444444444,0.325555555556,0.33,0.0836807572612,0.02,0.431111111111,0.44,0.0624400947477,0.0144444444444,0.243333333333,0.23,0.0676592771006,28571851.8519,97309783.7037,76513600.0,53846646.331
1989-03-23,-0.334351851852,57.4807407407,58.0216666667,3.83342086141,-0.00277777777778,0.316666666667,0.32,0.0837987005998,-0.00833333333333,0.43,0.44,0.0623609564462,0.0111111111111,0.253333333333,0.26,0.0671648055987,973274.074074,103727146.667,78678400.0,51153383.9535
1989-03-31,-0.493074074074,57.0008518519,58.0216666667,4.60203202598,-0.00222222222222,0.308888888889,0.29,0.0826565107262,-0.0127777777778,0.423333333333,0.43,0.0609188896083,0.015,0.267777777778,0.26,0.0614234442715,20497440.0,119335454.815,107363200.0,54408177.47
1989-04-07,-0.647833333333,56.5980740741,58.0216666667,5.0395796826,-0.0172222222222,0.293333333333,0.29,0.0917726659862,-0.00888888888889,0.415555555556,0.42,0.0561963049618,0.0261111111111,0.291111111111,0.29,0.0670728367679,-16479828.1481,116901617.778,107363200.0,56617519.9831
1989-04-14,-1.1737037037,55.7438148148,56.7083333333,5.36686129187,-0.02,0.282222222222,0.29,0.0927095557556,0.0227777777778,0.416666666667,0.42,0.0567646212198,-0.00277777777778,0.301111111111,0.3,0.0638478128825,-14925837.037,105538951.111,76513600.0,62042248.1438
1989-04-21,-1.31657407407,54.5191851852,51.75,5.17218882937,-0.025,0.262222222222,0.28,0.0767069137515,0.00166666666667,0.428888888889,0.42,0.0425426438202,0.0233333333333,0.308888888889,0.32,0.0626177902382,-2357582.22222,97131128.8889,68230933.3333,63551461.7659
1989-04-28,-0.859722222222,53.5306666667,51.75,4.43326379505,-0.0111111111111,0.238888888889,0.25,0.0536334150495,0.00611111111111,0.44,0.43,0.0487624627944,0.005,0.321111111111,0.32,0.041484788228,5790435.55556,98806565.9259,68230933.3333,63183528.4206
1989-05-05,-0.601851851852,52.8186296296,51.75,3.52591612627,-0.00111111111111,0.241111111111,0.25,0.0560643369402,0.00888888888889,0.434444444444,0.42,0.0501356185452,-0.00777777777778,0.324444444444,0.32,0.0374495545475,3372829.62963,96736011.8519,68230933.3333,64638320.6625
1989-05-12,-0.568148148148,52.2145555556,51.75,2.62231331763,0.0266666666667,0.242222222222,0.25,0.0571115434484,-0.0183333333333,0.44,0.42,0.0426874949162,-0.00833333333333,0.317777777778,0.3,0.0358322566591,-27512829.6296,93599241.4815,56773866.6667,66600712.4311
1989-05-19,-0.0908703703704,51.8278888889,51.75,2.14416134573,0.0161111111111,0.27,0.28,0.0565685424949,0.000555555555556,0.43,0.42,0.0319722101554,-0.0166666666667,0.3,0.3,0.0516397779494,-971342.222222,74072782.2222,52227733.3333,47975816.0116
1989-05-26,1.06492592593,52.2862222222,53.1666666667,2.49130192549,0.0122222222222,0.286666666667,0.29,0.0758653778449,-0.00555555555556,0.424444444444,0.42,0.0356249323153,-0.00666666666667,0.288888888889,0.3,0.0622618921161,-19725321.4815,70184485.9259,52227733.3333,46516058.4142
1989-06-02,1.0187962963,53.3288888889,53.2283333333,2.57787356144,0.0388888888889,0.307777777778,0.3,0.0972714161255,-0.0144444444444,0.413333333333,0.42,0.0507718207058,-0.0244444444444,0.278888888889,0.29,0.0667406996341,-1288296.2963,55718281.4815,52227733.3333,17060838.849
1989-06-09,1.08724074074,54.3871111111,54.3966666667,2.83365254847,0.0188888888889,0.334444444444,0.31,0.0913006159297,-0.0238888888889,0.396666666667,0.4,0.0676592771006,0.005,0.268888888889,0.29,0.0532174667326,4117718.51852,56067851.8519,52227733.3333,17111043.8136
1989-06-16,1.07375925926,55.343037037,55.0416666667,2.75494450413,0.0183333333333,0.356666666667,0.38,0.0874325136574,6.16790569236e-18,0.384444444444,0.4,0.0668515953622,-0.0183333333333,0.258888888889,0.28,0.0510869508114,822785.185185,57717155.5556,52227733.3333,15309406.8276
1989-06-23,0.644722222222,56.218037037,55.875,2.27299092373,0.0116666666667,0.364444444444,0.38,0.0804309380927,-0.02,0.378888888889,0.38,0.0657342198122,0.00833333333333,0.256666666667,0.28,0.048304589154,-7791911.11111,57009659.2593,50610133.3333,15689163.0519
1989-06-30,-0.110925925926,56.4982222222,55.875,2.02104430896,0.00222222222222,0.377777777778,0.38,0.0614234442715,-0.0283333333333,0.346666666667,0.37,0.0646357314322,0.0261111111111,0.275555555556,0.29,0.0779046584131,-71970.3703704,51840592.5926,46606933.3333,10118373.1735
1989-07-07,-0.192222222222,56.3895185185,55.875,2.12033441406,0.0194444444444,0.387777777778,0.4,0.0567211067471,0.00166666666667,0.34,0.34,0.0618241233033,-0.0211111111111,0.272222222222,0.26,0.077857102406,2018133.33333,52586488.8889,50262400.0,9719234.88814
1989-07-14,0.166592592593,56.3036666667,55.875,2.21290813073,-3.08395284618e-18,0.395555555556,0.4,0.0483301403798,-0.0161111111111,0.331111111111,0.34,0.0582035593498,0.0161111111111,0.273333333333,0.26,0.0783156008298,950109.62963,53580053.3333,50262400.0,8794879.96349
